id,title,actors,director,genres,keywords,soup
10991,Pokémon: Spell of the Unknown,"['veronicataylor', 'rachaellillis', 'ericstuart']",michaelhaigney,"['adventure', 'fantasy', 'animation']","['mountains', 'mountainvillage', 'friendship']",veronicataylor rachaellillis ericstuart adventure fantasy animation mountains mountainvillage friendship michaelhaigney
10225,Friday the 13th Part VI: Jason Lives,"['thommathews', 'jennifercooke', 'davidkagen']",tommcloughlin,"['horror', 'mystery', 'thriller']","['lightning', 'cemetery', 'mask']",thommathews jennifercooke davidkagen horror mystery thriller lightning cemetery mask tommcloughlin
826,The Bridge on the River Kwai,"['williamholden', 'alecguinness', 'jackhawkins']",davidlean,"['drama', 'history', 'war']","['japan', 'resistance', 'japanese']",williamholden alecguinness jackhawkins drama history war japan resistance japanese davidlean
34086,Spaced Invaders,"['arianarichards', 'douglasbarr', 'royaldano']",patrickreadjohnson,"['comedy', 'family', 'sciencefiction']","['alien', 'martian', 'misunderstanding']",arianarichards douglasbarr royaldano comedy family sciencefiction alien martian misunderstanding patrickreadjohnson
5854,Family Plot,"['barbaraharris', 'brucedern', 'karenblack']",alfredhitchcock,"['comedy', 'crime', 'thriller']","['fortuneteller', 'kidnapping', 'falseidentity']",barbaraharris brucedern karenblack comedy crime thriller fortuneteller kidnapping falseidentity alfredhitchcock
284,The Apartment,"['jacklemmon', 'shirleymaclaine', 'fredmacmurray']",billywilder,"['comedy', 'drama', 'romance']","['newyork', ""newyear'seve"", 'lovesickness']",jacklemmon shirleymaclaine fredmacmurray comedy drama romance newyork newyear'seve lovesickness billywilder
10285,Jason Goes to Hell: The Final Friday,"['kanehodder', 'johnd.lemay', 'karikeegan']",adammarcus,"['fantasy', 'horror', 'thriller']","['malenudity', 'femalenudity', 'waitress']",kanehodder johnd.lemay karikeegan fantasy horror thriller malenudity femalenudity waitress adammarcus
5780,Torn Curtain,"['paulnewman', 'julieandrews', 'lilakedrova']",alfredhitchcock,"['mystery', 'thriller']","['coldwar', 'eastgermany']",paulnewman julieandrews lilakedrova mystery thriller coldwar eastgermany alfredhitchcock
292,Dave Chappelle's Block Party,"['davechappelle', 'erykahbadu', 'common']",michelgondry,"['comedy', 'documentary', 'music']","['blackpeople', 'hip-hop', 'blockparty']",davechappelle erykahbadu common comedy documentary music blackpeople hip-hop blockparty michelgondry
223485,Slow West,"['michaelfassbender', 'kodismit-mcphee', 'benmendelsohn']",johnmaclean,"['romance', 'thriller', 'western']","['fire', 'bountyhunter', 'shotgun']",michaelfassbender kodismit-mcphee benmendelsohn romance thriller western fire bountyhunter shotgun johnmaclean
29463,Krush Groove,"['blairunderwood', 'josephsimmons', 'darrylmcdaniels']",michaelschultz,"['drama', 'music', 'romance']",[],blairunderwood josephsimmons darrylmcdaniels drama music romance  michaelschultz
18065,Next Day Air,"['donaldfaison', 'mikeepps', 'woodharris']",bennyboom,"['action', 'comedy', 'crime']",['duringcreditsstinger'],donaldfaison mikeepps woodharris action comedy crime duringcreditsstinger bennyboom
22013,Elmer Gantry,"['burtlancaster', 'jeansimmons', 'arthurkennedy']",richardbrooks,['drama'],"['evangelist', 'revivalism']",burtlancaster jeansimmons arthurkennedy drama evangelist revivalism richardbrooks
821,Judgment at Nuremberg,"['spencertracy', 'burtlancaster', 'richardwidmark']",stanleykramer,"['drama', 'history']","['judge', 'concentrationcamp', 'worldwarii']",spencertracy burtlancaster richardwidmark drama history judge concentrationcamp worldwarii stanleykramer
53862,Trippin',"['deonrichmond', 'donaldfaison', 'guytorry']",davidraynr,"['comedy', 'romance']","['highschool', 'prom']",deonrichmond donaldfaison guytorry comedy romance highschool prom davidraynr
3089,Red River,"['johnwayne', 'montgomeryclift', 'joannedru']",howardhawks,['western'],"['texas', 'dangerous', 'kansas']",johnwayne montgomeryclift joannedru western texas dangerous kansas howardhawks
30139,Phat Girlz,"[""mo'nique"", 'jimmyjean-louis', 'godfrey']",nnegestlikké,"['comedy', 'romance']",['womandirector'],mo'nique jimmyjean-louis godfrey comedy romance womandirector nnegestlikké
132344,Before Midnight,"['ethanhawke', 'juliedelpy', 'seamusdavey-fitzpatrick']",richardlinklater,"['romance', 'drama']","['hotel', 'airport', 'hotelroom']",ethanhawke juliedelpy seamusdavey-fitzpatrick romance drama hotel airport hotelroom richardlinklater
15582,Teen Wolf Too,"['jasonbateman', 'kimdarby', 'johnastin']",christopherleitch,"['comedy', 'fantasy', 'family']","['werewolf', 'teenager']",jasonbateman kimdarby johnastin comedy fantasy family werewolf teenager christopherleitch
15158,Phantasm II,"['jameslegros', 'reggiebannister', 'angusscrimm']",doncoscarelli,"['action', 'horror', 'sciencefiction']","['portal', 'undertaker', 'evil']",jameslegros reggiebannister angusscrimm action horror sciencefiction portal undertaker evil doncoscarelli
44634,Woman Thou Art Loosed,"['kimberlyelise', 'lorettadevine', 'debbimorgan']",michaelschultz,['drama'],['independentfilm'],kimberlyelise lorettadevine debbimorgan drama independentfilm michaelschultz
30309,Real Women Have Curves,"['americaferrera', 'lupeontiveros', 'ingridoliu']",patriciacardoso,"['comedy', 'drama']","['independentfilm', 'womandirector']",americaferrera lupeontiveros ingridoliu comedy drama independentfilm womandirector patriciacardoso
7509,Water,"['lisaray', 'sarala', 'johnabraham']",deepamehta,"['drama', 'foreign', 'romance']","['siteofpilgrimage', 'widow', 'varanasi']",lisaray sarala johnabraham drama foreign romance siteofpilgrimage widow varanasi deepamehta
10557,East Is East,"['ompuri', 'lindabassett', 'ianaspinall']",damieno'donnell,['comedy'],"['islam', 'hippie', 'fathersonrelationship']",ompuri lindabassett ianaspinall comedy islam hippie fathersonrelationship damieno'donnell
23531,Whipped,"['amandapeet', 'brianvanholt', 'jonathanabrahams']",peterm.cohen,"['comedy', 'romance']","['independentfilm', 'diner', 'dating']",amandapeet brianvanholt jonathanabrahams comedy romance independentfilm diner dating peterm.cohen
28005,Kama Sutra - A Tale of Love,"['indiravarma', 'saritachoudhury', 'ramontikaram']",miranair,"['drama', 'history', 'romance']","['poetry', 'eroticism', 'womandirector']",indiravarma saritachoudhury ramontikaram drama history romance poetry eroticism womandirector miranair
40247,Please Give,"['rebeccahall', 'catherinekeener', 'amandapeet']",nicoleholofcener,"['comedy', 'drama']","['suicide', 'newyork', 'infidelity']",rebeccahall catherinekeener amandapeet comedy drama suicide newyork infidelity nicoleholofcener
252,Willy Wonka & the Chocolate Factory,"['genewilder', 'jackalbertson', 'peterostrum']",melstuart,"['family', 'fantasy']","['chocolate', 'factoryworker', 'basedonnovel']",genewilder jackalbertson peterostrum family fantasy chocolate factoryworker basedonnovel melstuart
24126,Warlock: The Armageddon,"['juliansands', 'chrisyoung', 'paulamarshall']",anthonyhickox,"['fantasy', 'horror', 'sciencefiction']","['armageddon', 'warlock']",juliansands chrisyoung paulamarshall fantasy horror sciencefiction armageddon warlock anthonyhickox
13982,8 Heads in a Duffel Bag,"['joepesci', 'kristyswanson', 'georgehamilton']",tomschulman,"['comedy', 'crime']","['mexico', 'vacation', 'murder']",joepesci kristyswanson georgehamilton comedy crime mexico vacation murder tomschulman
16642,Days of Heaven,"['richardgere', 'brookeadams', 'lindamanz']",terrencemalick,"['drama', 'romance']","['lovetriangle', 'chicago', 'wifehusbandrelationship']",richardgere brookeadams lindamanz drama romance lovetriangle chicago wifehusbandrelationship terrencemalick
17734,Thirteen Conversations About One Thing,"['johnturturro', 'cleaduvall', 'matthewmcconaughey']",jillsprecher,['drama'],"['independentfilm', 'womandirector']",johnturturro cleaduvall matthewmcconaughey drama independentfilm womandirector jillsprecher
18892,Jawbreaker,"['rosemcgowan', 'juliebenz', 'rebeccagayheart']",darrenstein,['comedy'],"['confession', 'jealousy', 'nightmare']",rosemcgowan juliebenz rebeccagayheart comedy confession jealousy nightmare darrenstein
549,Basquiat,"['jeffreywright', 'davidbowie', 'dennishopper']",julianschnabel,"['drama', 'history']","['newyork', 'sex', 'drugabuse']",jeffreywright davidbowie dennishopper drama history newyork sex drugabuse julianschnabel
121986,Frances Ha,"['gretagerwig', 'mickeysumner', 'adamdriver']",noahbaumbach,"['comedy', 'drama']","['friendship', 'loneliness', 'blackandwhite']",gretagerwig mickeysumner adamdriver comedy drama friendship loneliness blackandwhite noahbaumbach
868,Tsotsi,"['presleychweneyagae', 'jerrymofokeng', 'terrypheto']",gavinhood,"['crime', 'drama']","['slum', 'baby', 'fight']",presleychweneyagae jerrymofokeng terrypheto crime drama slum baby fight gavinhood
10683,Happiness,"['janeadams', 'jonlovitz', 'philipseymourhoffman']",toddsolondz,"['comedy', 'drama']","['rape', 'sistersisterrelationship', 'lover(female)']",janeadams jonlovitz philipseymourhoffman comedy drama rape sistersisterrelationship lover(female) toddsolondz
17995,DysFunktional Family,"['eddiegriffin', 'joehoward', 'matthewbrent']",georgegallo,"['comedy', 'documentary']",[],eddiegriffin joehoward matthewbrent comedy documentary  georgegallo
246403,Tusk,"['michaelparks', 'justinlong', 'haleyjoelosment']",kevinsmith,"['comedy', 'horror']","['canada', 'obsession', 'walrus']",michaelparks justinlong haleyjoelosment comedy horror canada obsession walrus kevinsmith
670,Oldboy,"['choimin-sik', 'yooji-tae', 'kanghye-jung']",parkchan-wook,"['drama', 'thriller', 'mystery']","['sushirestaurant', 'rageandhate', 'notebook']",choimin-sik yooji-tae kanghye-jung drama thriller mystery sushirestaurant rageandhate notebook parkchan-wook
35691,Letters to God,"['robynlively', 'jeffreyjohnson', 'baileemadison']",davidnixon,"['action', 'drama', 'family']","['letter', 'hope', 'postman']",robynlively jeffreyjohnson baileemadison action drama family letter hope postman davidnixon
49010,Hobo with a Shotgun,"['rutgerhauer', 'gregorysmith', 'robbwells']",jasoneisener,"['action', 'comedy', 'thriller']","['femalenudity', 'prostitute', 'shotgun']",rutgerhauer gregorysmith robbwells action comedy thriller femalenudity prostitute shotgun jasoneisener
317930,Compadres,"['omarchaparro', 'joeymorgan', 'aislinnderbez']",enriquebegné,"['action', 'comedy']",[],omarchaparro joeymorgan aislinnderbez action comedy  enriquebegné
11229,Freeway,"['kiefersutherland', 'reesewitherspoon', 'wolfgangbodison']",matthewbright,"['comedy', 'drama', 'thriller']","['prison', 'attempttoescape', 'stepfather']",kiefersutherland reesewitherspoon wolfgangbodison comedy drama thriller prison attempttoescape stepfather matthewbright
22488,Love's Abiding Joy,"['erincottrell', 'loganbartholomew', 'williammorgansheppard']",michaellandonjr.,"['tvmovie', 'action', 'drama']",[],erincottrell loganbartholomew williammorgansheppard tvmovie action drama  michaellandonjr.
24469,Fish Tank,"['katiejarvis', 'michaelfassbender', 'kierstonwareing']",andreaarnold,['drama'],"['dancing', 'mother', 'alcohol']",katiejarvis michaelfassbender kierstonwareing drama dancing mother alcohol andreaarnold
82533,Damsels in Distress,"['gretagerwig', 'carriemaclemore', 'megalynechikunwoke']",whitstillman,"['comedy', 'romance']","['college', 'femalefriendship', 'youngadult']",gretagerwig carriemaclemore megalynechikunwoke comedy romance college femalefriendship youngadult whitstillman
50942,Creature,"['craigt.nelson', 'kimcattrall', 'colmfeore']",stuartgillard,"['horror', 'sciencefiction', 'thriller']",[],craigt.nelson kimcattrall colmfeore horror sciencefiction thriller  stuartgillard
84174,Bachelorette,"['kirstendunst', 'islafisher', 'lizzycaplan']",leslyeheadland,"['comedy', 'romance']","['bridesmaid', 'stripclub', 'femalefriendship']",kirstendunst islafisher lizzycaplan comedy romance bridesmaid stripclub femalefriendship leslyeheadland
34099,Brave New Girl,"['virginiamadsen', 'lindseyhaun', 'barbaramamabolo']",bobbyroth,"['drama', 'music', 'family']",['tvmovie'],virginiamadsen lindseyhaun barbaramamabolo drama music family tvmovie bobbyroth
79940,Tim and Eric's Billion Dollar Movie,"['ericwareheim', 'timheidecker', 'johnc.reilly']",timheidecker,['comedy'],"['restaurant', 'wolf', 'shoppingmall']",ericwareheim timheidecker johnc.reilly comedy restaurant wolf shoppingmall timheidecker
342,Summer Storm,"['robertstadlober', 'kostjaullmann', 'alicjabachleda-curuś']",marcokreuzpaintner,"['comedy', 'drama']","['holiday', 'gay', 'malenudity']",robertstadlober kostjaullmann alicjabachleda-curuś comedy drama holiday gay malenudity marcokreuzpaintner
281230,Fort McCoy,"['ericstoltz', 'kateconnor', 'lyndsyfonseca']",michaelworth,"['war', 'drama', 'history']",['womandirector'],ericstoltz kateconnor lyndsyfonseca war drama history womandirector michaelworth
38033,Chain Letter,"['nikkireed', 'keithdavid', 'braddourif']",deontaylor,"['horror', 'thriller']","['killing', 'friendship', 'teenager']",nikkireed keithdavid braddourif horror thriller killing friendship teenager deontaylor
100975,Just Looking,"['gretchenmol', 'pattilupone', 'peteronorati']",jasonalexander,"['drama', 'comedy']","['newyork', 'nurse', 'sex']",gretchenmol pattilupone peteronorati drama comedy newyork nurse sex jasonalexander
38541,The Divide,"['laurengerman', 'michaelbiehn', 'miloventimiglia']",xaviergens,['sciencefiction'],"['basement', 'violence', 'septictank']",laurengerman michaelbiehn miloventimiglia sciencefiction basement violence septictank xaviergens
39563,The Eclipse,"['ciaránhinds', 'aidanquinn', 'ibenhjejle']",conormcpherson,"['drama', 'horror', 'romance']",[],ciaránhinds aidanquinn ibenhjejle drama horror romance  conormcpherson
234212,Demonic,"['mariabello', 'frankgrillo', 'codyhorn']",willcanon,"['thriller', 'horror']","['detective', 'hauntedhouse', 'investigation']",mariabello frankgrillo codyhorn thriller horror detective hauntedhouse investigation willcanon
27404,My Big Fat Independent Movie,"['pagetbrewster', 'neilbarton', 'erichoffman']",philipzlotorynski,['comedy'],['independentfilm'],pagetbrewster neilbarton erichoffman comedy independentfilm philipzlotorynski
170480,The Deported,"['nicholasturturro', 'taliashire', 'paulrodríguez']",lancekawas,"['comedy', 'family']",[],nicholasturturro taliashire paulrodríguez comedy family  lancekawas
71866,Tanner Hall,"['rooneymara', 'georgiaking', 'brielarson']",francescagregorini,['drama'],"['boardingschool', 'womandirector']",rooneymara georgiaking brielarson drama boardingschool womandirector francescagregorini
192210,Open Road,"['camillabelle', 'andygarcía', 'colinegglesfield']",márciogarcia,"['action', 'drama', 'thriller']","['drugdealer', 'police', 'killer']",camillabelle andygarcía colinegglesfield action drama thriller drugdealer police killer márciogarcia
180296,They Came Together,"['paulrudd', 'amypoehler', 'billhader']",davidwain,['comedy'],[],paulrudd amypoehler billhader comedy  davidwain
157058,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,"['kathrynfiore', 'flipschultz', 'oliviaalexander']",craigmoss,['comedy'],"['parody', 'horrorcomedy']",kathrynfiore flipschultz oliviaalexander comedy parody horrorcomedy craigmoss
70006,Never Back Down 2: The Beatdown,"['staceyasaro', 'gralenbryantbanks', 'rusblackwell']",michaeljaiwhite,"['drama', 'action']","['malenudity', 'cage', 'kiss']",staceyasaro gralenbryantbanks rusblackwell drama action malenudity cage kiss michaeljaiwhite
26039,Point Blank,"['leemarvin', 'angiedickinson', 'keenanwynn']",johnboorman,"['action', 'crime', 'drama']","['alcatraz', 'revenge', 'organizedcrime']",leemarvin angiedickinson keenanwynn action crime drama alcatraz revenge organizedcrime johnboorman
79587,Four Single Fathers,"['alessandrogassman', 'francescoquinn', 'joeurla']",paolomonico,"['drama', 'comedy']",[],alessandrogassman francescoquinn joeurla drama comedy  paolomonico
176077,Enter the Dangerous Mind,"['jakehoffman', 'nikkireed', 'thomasdekker']",youssefdelara,['thriller'],"['composer', 'obsession']",jakehoffman nikkireed thomasdekker thriller composer obsession youssefdelara
260947,Something Wicked,"['shantelvansanten', 'johnrobinson', 'jamespatrickstuart']",darinscott,"['mystery', 'thriller']","['obsession', 'oregon', 'independentfilm']",shantelvansanten johnrobinson jamespatrickstuart mystery thriller obsession oregon independentfilm darinscott
342502,AWOL-72,"['lukegoss', 'rza', 'bokeemwoodbine']",christiansesma,['thriller'],"['russian', 'getaway', 'lapd']",lukegoss rza bokeemwoodbine thriller russian getaway lapd christiansesma
191229,Iguana,"['everettmcgill', 'fabiotesti', 'michaelmadsen']",montehellman,[],[],everettmcgill fabiotesti michaelmadsen   montehellman
43213,Chicago Overcoat,"['frankvincent', 'kathrinenarducci', 'mikestarr']",briancaunter,"['action', 'crime', 'thriller']",[],frankvincent kathrinenarducci mikestarr action crime thriller  briancaunter
44594,Barry Munday,"['patrickwilson', 'malcolmmcdowell', 'judygreer']",chrisd'arienzo,"['comedy', 'drama', 'romance']","['basedonnovel', 'letter', 'paternity']",patrickwilson malcolmmcdowell judygreer comedy drama romance basedonnovel letter paternity chrisd'arienzo
666,Central Station,"['fernandamontenegro', 'maríliapêra', 'viníciusdeoliveira']",waltersalles,['drama'],"['brazilian', 'brazil', 'riodejaneiro']",fernandamontenegro maríliapêra viníciusdeoliveira drama brazilian brazil riodejaneiro waltersalles
248,Pocketful of Miracles,"['glennford', 'bettedavis', 'hopelange']",frankcapra,"['comedy', 'drama']","['dude', 'prohibition', 'deception']",glennford bettedavis hopelange comedy drama dude prohibition deception frankcapra
325173,Close Range,"['scottadkins', 'nickchinlund', 'caitlinkeats']",isaacflorentine,"['crime', 'action']",[],scottadkins nickchinlund caitlinkeats crime action  isaacflorentine
55831,Boynton Beach Club,"['brendavaccaro', 'dyancannon', 'josephbologna']",,"['comedy', 'drama', 'romance']",['independentfilm'],brendavaccaro dyancannon josephbologna comedy drama romance independentfilm 
351043,Amnesiac,"['katebosworth', 'wesbentley', 'shashawneehall']",michaelpolish,"['thriller', 'mystery', 'drama']",[],katebosworth wesbentley shashawneehall thriller mystery drama  michaelpolish
43942,Freakonomics,"['zoesloane', 'jadeviggiano', 'amancayaaguilar']",heidiewing,['documentary'],"['femalenudity', 'corruption', 'cheating']",zoesloane jadeviggiano amancayaaguilar documentary femalenudity corruption cheating heidiewing
10226,High Tension,"['céciledefrance', 'maïwenn', 'philippenahon']",alexandreaja,"['horror', 'thriller', 'mystery']","['massmurder', 'insanity', 'gore']",céciledefrance maïwenn philippenahon horror thriller mystery massmurder insanity gore alexandreaja
66942,Griff the Invisible,"['ryankwanten', 'maevedermody', 'marshallnapier']",leonford,"['romance', 'comedy', 'drama']","['love', 'superhero', 'independentfilm']",ryankwanten maevedermody marshallnapier romance comedy drama love superhero independentfilm leonford
356483,Unnatural,"['jamesremar', 'sherilynfenn', 'roncarlson']",hankbraxtan,"['thriller', 'action', 'horror']","['climatechange', 'polarbear']",jamesremar sherilynfenn roncarlson thriller action horror climatechange polarbear hankbraxtan
10476,Hustle & Flow,"['terrencehoward', 'anthonyanderson', 'tarynmanning']",craigbrewer,['drama'],"['rapmusic', 'hip-hop', 'baby']",terrencehoward anthonyanderson tarynmanning drama rapmusic hip-hop baby craigbrewer
239,Some Like It Hot,"['marilynmonroe', 'tonycurtis', 'jacklemmon']",billywilder,"['comedy', 'romance']","['chicago', 'witness', 'musician']",marilynmonroe tonycurtis jacklemmon comedy romance chicago witness musician billywilder
10281,Friday the 13th Part VII: The New Blood,"['kanehodder', 'larparklincoln', 'susanjennifersullivan']",johncarlbuechler,"['horror', 'thriller']","['lake', 'mask', 'telekinesis']",kanehodder larparklincoln susanjennifersullivan horror thriller lake mask telekinesis johncarlbuechler
630,The Wizard of Oz,"['judygarland', 'frankmorgan', 'raybolger']",victorfleming,"['adventure', 'family', 'fantasy']","['witch', 'adolescence', 'basedonnovel']",judygarland frankmorgan raybolger adventure family fantasy witch adolescence basedonnovel victorfleming
3034,Young Frankenstein,"['genewilder', 'peterboyle', 'martyfeldman']",melbrooks,"['comedy', 'sciencefiction']","['experiment', 'castle', 'assistant']",genewilder peterboyle martyfeldman comedy sciencefiction experiment castle assistant melbrooks
13025,Diary of the Dead,"['michellemorgan', 'joshuaclose', 'shawnroberts']",georgea.romero,"['horror', 'action', 'sciencefiction']","['zombie', 'foundfootage']",michellemorgan joshuaclose shawnroberts horror action sciencefiction zombie foundfootage georgea.romero
21461,Lage Raho Munna Bhai,"['sanjaydutt', 'arshadwarsi', 'dilipprabhavalkar']",rajkumarhirani,"['comedy', 'drama', 'romance']","['historicalfigure', 'comedy', 'bollywood']",sanjaydutt arshadwarsi dilipprabhavalkar comedy drama romance historicalfigure comedy bollywood rajkumarhirani
55306,Ulee's Gold,"['peterfonda', 'patriciarichardson', 'christinedunford']",victornunez,['drama'],"['fathersonrelationship', 'florida', 'stolenmoney']",peterfonda patriciarichardson christinedunford drama fathersonrelationship florida stolenmoney victornunez
17264,The Black Stallion,"['kellyreno', 'mickeyrooney', 'terigarr']",carrollballard,"['adventure', 'family']","['poker', 'horse', 'barn']",kellyreno mickeyrooney terigarr adventure family poker horse barn carrollballard
346081,Sardaarji,[],rohitjugraj,[],[],   rohitjugraj
16016,Journey to Saturn,"['casperchristensen', 'frankhvam', 'alikazim']",krestenvestbjergandersen,"['action', 'adventure', 'animation']",[],casperchristensen frankhvam alikazim action adventure animation  krestenvestbjergandersen
15875,Donovan's Reef,"['johnwayne', 'elizabethallen', 'leemarvin']",johnford,"['adventure', 'comedy', 'romance']","['birthday', 'half-brother', 'priest']",johnwayne elizabethallen leemarvin adventure comedy romance birthday half-brother priest johnford
5900,The Dress,"['henrigarcin', 'ingeborgelzevier', 'khaldounelmecky']",alexvanwarmerdam,"['comedy', 'drama']",['calamity'],henrigarcin ingeborgelzevier khaldounelmecky comedy drama calamity alexvanwarmerdam
43306,A Guy Named Joe,"['spencertracy', 'irenedunne', 'vanjohnson']",victorfleming,"['drama', 'romance', 'war']","['pilot', 'airplane', 'ghost']",spencertracy irenedunne vanjohnson drama romance war pilot airplane ghost victorfleming
11072,Blazing Saddles,"['cleavonlittle', 'genewilder', 'harveykorman']",melbrooks,"['western', 'comedy']","['gun', 'saloon', 'governor']",cleavonlittle genewilder harveykorman western comedy gun saloon governor melbrooks
9730,Friday the 13th: The Final Chapter,"['kimberlybeck', 'erichanderson', 'coreyfeldman']",josephzito,"['horror', 'thriller']","['lake', 'resurrection', 'morgue']",kimberlybeck erichanderson coreyfeldman horror thriller lake resurrection morgue josephzito
209274,Ida,"['agatatrzebuchowska', 'agatakulesza', 'joannakulig']",pawełpawlikowski,['drama'],"['nun', 'mine', 'jew']",agatatrzebuchowska agatakulesza joannakulig drama nun mine jew pawełpawlikowski
26371,Maurice,"['jameswilby', 'hughgrant', 'rupertgraves']",jamesivory,"['drama', 'romance']","['gay', 'comingout', 'british']",jameswilby hughgrant rupertgraves drama romance gay comingout british jamesivory
14137,Beer League,"['artielange', 'ralphmacchio', 'anthonydesando']",franksebastiano,['comedy'],"['baseball', 'sport']",artielange ralphmacchio anthonydesando comedy baseball sport franksebastiano
291,Riding Giants,"['jeffclark', 'darrickdoerner', 'lairdhamilton']",stacyperalta,['documentary'],"['ocean', 'california', 'sea']",jeffclark darrickdoerner lairdhamilton documentary ocean california sea stacyperalta
14139,Timecrimes,"['karraelejalde', 'candelafernández', 'bárbaragoenaga']",nachovigalondo,"['sciencefiction', 'thriller']","['scissors', 'radio', 'nudity']",karraelejalde candelafernández bárbaragoenaga sciencefiction thriller scissors radio nudity nachovigalondo
33106,Silver Medalist,"['huangbo', 'kongjiu', 'shaohuama']",ninghao,"['action', 'adventure', 'comedy']",[],huangbo kongjiu shaohuama action adventure comedy  ninghao
8875,Timber Falls,"['joshrandall', 'nicksearcy', 'bethbroderick']",tonygiglio,"['horror', 'thriller']","['fanatic', 'forest', 'westvirginia']",joshrandall nicksearcy bethbroderick horror thriller fanatic forest westvirginia tonygiglio
872,Singin' in the Rain,"['genekelly', ""donaldo'connor"", 'debbiereynolds']",stanleydonen,"['comedy', 'music', 'romance']","['fan', 'morning', 'musical']",genekelly donaldo'connor debbiereynolds comedy music romance fan morning musical stanleydonen
72914,"Fat, Sick & Nearly Dead","['joecross', 'philriverstone', 'amybadberg']",joecross,['documentary'],"['diet', 'fasting', 'vegetablejuice']",joecross philriverstone amybadberg documentary diet fasting vegetablejuice joecross
139038,A Haunted House,"['marlonwayans', 'essenceatkins', 'nickswardson']",michaeltiddes,"['comedy', 'horror']","['horrorspoof', 'foundfootage', 'duringcreditsstinger']",marlonwayans essenceatkins nickswardson comedy horror horrorspoof foundfootage duringcreditsstinger michaeltiddes
126509,2016: Obama's America,[],johnsullivan,['documentary'],[], documentary  johnsullivan
9591,That Thing You Do!,"['tomeverettscott', 'johnathonschaech', 'tomhanks']",tomhanks,"['comedy', 'drama']","['popstar', 'musical', 'recordlabel']",tomeverettscott johnathonschaech tomhanks comedy drama popstar musical recordlabel tomhanks
10676,Halloween III: Season of the Witch,"['tomatkins', 'staceynelkin', ""dano'herlihy""]",tommyleewallace,"['horror', 'mystery', 'sciencefiction']","['commercial', 'factory', 'gasstation']",tomatkins staceynelkin dano'herlihy horror mystery sciencefiction commercial factory gasstation tommyleewallace
1687,Escape from the Planet of the Apes,"['roddymcdowall', 'kimhunter', 'bradforddillman']",dontaylor,"['action', 'sciencefiction']","['spacecraft', 'pacifism', 'humanbeing']",roddymcdowall kimhunter bradforddillman action sciencefiction spacecraft pacifism humanbeing dontaylor
24748,Hud,"['paulnewman', 'melvyndouglas', 'patricianeal']",martinritt,"['action', 'drama', 'western']","['alcoholism', 'ranchers', 'rancher']",paulnewman melvyndouglas patricianeal action drama western alcoholism ranchers rancher martinritt
181330,Kevin Hart: Let Me Explain,"['kevinhart', 'davidterrell', 'davidjasonperez']",lesliesmall,"['comedy', 'documentary']","['stand-upcomedy', 'manhattan,newyorkcity', 'madisonsquaregarden']","kevinhart davidterrell davidjasonperez comedy documentary stand-upcomedy manhattan,newyorkcity madisonsquaregarden lesliesmall"
468,My Own Private Idaho,"['riverphoenix', 'keanureeves', 'jamesrusso']",gusvansant,"['drama', 'romance']","['individual', 'gay', 'fathersonrelationship']",riverphoenix keanureeves jamesrusso drama romance individual gay fathersonrelationship gusvansant
401,Garden State,"['zachbraff', 'natalieportman', 'ianholm']",zachbraff,"['comedy', 'drama', 'romance']","['newjersey', 'paraplegic', 'lossofmother']",zachbraff natalieportman ianholm comedy drama romance newjersey paraplegic lossofmother zachbraff
76,Before Sunrise,"['ethanhawke', 'juliedelpy', 'andreaeckert']",richardlinklater,"['drama', 'romance']","['dialogue', 'sunrise', 'talking']",ethanhawke juliedelpy andreaeckert drama romance dialogue sunrise talking richardlinklater
50538,Evil Words,"['patrickhuard', 'michelcôté', 'catherineflorent']",érictessier,"['horror', 'mystery', 'thriller']","['suspense', 'psychopathickiller', 'hopital']",patrickhuard michelcôté catherineflorent horror mystery thriller suspense psychopathickiller hopital érictessier
25636,Jesus' Son,"['billycrudup', 'denisleary', 'jackblack']",alisonmaclean,"['comedy', 'drama', 'romance']","['drugabuse', 'magicmushroom', 'darkcomedy']",billycrudup denisleary jackblack comedy drama romance drugabuse magicmushroom darkcomedy alisonmaclean
19316,Saving Face,"['michellekrusiec', 'joanchen', 'lynnchen']",alicewu,"['comedy', 'romance']","['lesbianrelationship', 'lgbt', 'womandirector']",michellekrusiec joanchen lynnchen comedy romance lesbianrelationship lgbt womandirector alicewu
21074,Brick Lane,"['tannishthachatterjee', 'satishkaushik', 'christophersimpson']",sarahgavron,['drama'],"['arrangedmarriage', 'independentfilm', 'bangladesh']",tannishthachatterjee satishkaushik christophersimpson drama arrangedmarriage independentfilm bangladesh sarahgavron
84329,Robot & Frank,"['franklangella', 'livtyler', 'jamesmarsden']",jakeschreier,"['sciencefiction', 'comedy', 'drama']","['friendship', 'robot', 'seniorcitizen']",franklangella livtyler jamesmarsden sciencefiction comedy drama friendship robot seniorcitizen jakeschreier
20,My Life Without Me,"['sarahpolley', 'amandaplummer', 'scottspeedman']",isabelcoixet,"['drama', 'romance']","['farewell', 'responsability', 'dyinganddeath']",sarahpolley amandaplummer scottspeedman drama romance farewell responsability dyinganddeath isabelcoixet
